letter,image_file,hand_label,detection_confidence,img_width,img_height,lm0_x_raw,lm0_y_raw,lm0_z_raw,lm1_x_raw,lm1_y_raw,lm1_z_raw,lm2_x_raw,lm2_y_raw,lm2_z_raw,lm3_x_raw,lm3_y_raw,lm3_z_raw,lm4_x_raw,lm4_y_raw,lm4_z_raw,lm5_x_raw,lm5_y_raw,lm5_z_raw,lm6_x_raw,lm6_y_raw,lm6_z_raw,lm7_x_raw,lm7_y_raw,lm7_z_raw,lm8_x_raw,lm8_y_raw,lm8_z_raw,lm9_x_raw,lm9_y_raw,lm9_z_raw,lm10_x_raw,lm10_y_raw,lm10_z_raw,lm11_x_raw,lm11_y_raw,lm11_z_raw,lm12_x_raw,lm12_y_raw,lm12_z_raw,lm13_x_raw,lm13_y_raw,lm13_z_raw,lm14_x_raw,lm14_y_raw,lm14_z_raw,lm15_x_raw,lm15_y_raw,lm15_z_raw,lm16_x_raw,lm16_y_raw,lm16_z_raw,lm17_x_raw,lm17_y_raw,lm17_z_raw,lm18_x_raw,lm18_y_raw,lm18_z_raw,lm19_x_raw,lm19_y_raw,lm19_z_raw,lm20_x_raw,lm20_y_raw,lm20_z_raw,lm0_x_norm,lm0_y_norm,lm0_z_norm,lm1_x_norm,lm1_y_norm,lm1_z_norm,lm2_x_norm,lm2_y_norm,lm2_z_norm,lm3_x_norm,lm3_y_norm,lm3_z_norm,lm4_x_norm,lm4_y_norm,lm4_z_norm,lm5_x_norm,lm5_y_norm,lm5_z_norm,lm6_x_norm,lm6_y_norm,lm6_z_norm,lm7_x_norm,lm7_y_norm,lm7_z_norm,lm8_x_norm,lm8_y_norm,lm8_z_norm,lm9_x_norm,lm9_y_norm,lm9_z_norm,lm10_x_norm,lm10_y_norm,lm10_z_norm,lm11_x_norm,lm11_y_norm,lm11_z_norm,lm12_x_norm,lm12_y_norm,lm12_z_norm,lm13_x_norm,lm13_y_norm,lm13_z_norm,lm14_x_norm,lm14_y_norm,lm14_z_norm,lm15_x_norm,lm15_y_norm,lm15_z_norm,lm16_x_norm,lm16_y_norm,lm16_z_norm,lm17_x_norm,lm17_y_norm,lm17_z_norm,lm18_x_norm,lm18_y_norm,lm18_z_norm,lm19_x_norm,lm19_y_norm,lm19_z_norm,lm20_x_norm,lm20_y_norm,lm20_z_norm,bone_0_1_dx,bone_0_1_dy,bone_0_1_dz,bone_1_2_dx,bone_1_2_dy,bone_1_2_dz,bone_2_3_dx,bone_2_3_dy,bone_2_3_dz,bone_3_4_dx,bone_3_4_dy,bone_3_4_dz,bone_0_5_dx,bone_0_5_dy,bone_0_5_dz,bone_5_6_dx,bone_5_6_dy,bone_5_6_dz,bone_6_7_dx,bone_6_7_dy,bone_6_7_dz,bone_7_8_dx,bone_7_8_dy,bone_7_8_dz,bone_0_9_dx,bone_0_9_dy,bone_0_9_dz,bone_9_10_dx,bone_9_10_dy,bone_9_10_dz,bone_10_11_dx,bone_10_11_dy,bone_10_11_dz,bone_11_12_dx,bone_11_12_dy,bone_11_12_dz,bone_0_13_dx,bone_0_13_dy,bone_0_13_dz,bone_13_14_dx,bone_13_14_dy,bone_13_14_dz,bone_14_15_dx,bone_14_15_dy,bone_14_15_dz,bone_15_16_dx,bone_15_16_dy,bone_15_16_dz,bone_0_17_dx,bone_0_17_dy,bone_0_17_dz,bone_17_18_dx,bone_17_18_dy,bone_17_18_dz,bone_18_19_dx,bone_18_19_dy,bone_18_19_dz,bone_19_20_dx,bone_19_20_dy,bone_19_20_dz
C,hand1_c_dif_seg_3_cropped.jpeg,Right,0.9411,400,400,0.286085,0.520495,2e-06,0.450051,0.556633,-0.077328,0.583323,0.548141,-0.187612,0.725074,0.509297,-0.288141,0.863292,0.422545,-0.386804,0.364813,0.28865,-0.279182,0.484715,0.194858,-0.401309,0.629164,0.180453,-0.447347,0.731554,0.195455,-0.468531,0.326918,0.232514,-0.296695,0.49702,0.109952,-0.426671,0.66506,0.116786,-0.455954,0.772643,0.173824,-0.467386,0.332265,0.212271,-0.313017,0.486353,0.073844,-0.425309,0.648354,0.0729,-0.443428,0.759737,0.110487,-0.444627,0.374143,0.221253,-0.330756,0.501099,0.110315,-0.410148,0.625263,0.093636,-0.431117,0.722195,0.11426,-0.439494,0.0,0.0,0.0,0.284068,0.062608,-0.133972,0.514959,0.047896,-0.325038,0.76054,-0.019401,-0.499203,1.0,-0.169697,-0.670134,0.136395,-0.401667,-0.483681,0.344122,-0.56416,-0.695264,0.594378,-0.589117,-0.775024,0.771766,-0.563126,-0.811725,0.070742,-0.498922,-0.514022,0.36544,-0.711258,-0.739203,0.656567,-0.699418,-0.789935,0.842953,-0.600601,-0.80974,0.080007,-0.533993,-0.542299,0.34696,-0.773815,-0.736844,0.627625,-0.77545,-0.768234,0.820593,-0.710331,-0.770312,0.152559,-0.518431,-0.573032,0.372507,-0.710629,-0.710577,0.587619,-0.739525,-0.746905,0.755552,-0.703794,-0.761419,0.163966,0.036138,-0.077329,0.133272,-0.008492,-0.110284,0.141751,-0.038845,-0.100529,0.138218,-0.086752,-0.098662,0.078728,-0.231845,-0.279184,0.119902,-0.093792,-0.122127,0.14445,-0.014405,-0.046038,0.10239,0.015002,-0.021184,0.040833,-0.287981,-0.296697,0.170102,-0.122562,-0.129976,0.16804,0.006834,-0.029283,0.107583,0.057038,-0.011432,0.04618,-0.308224,-0.313019,0.154087,-0.138427,-0.112292,0.162002,-0.000943,-0.018118,0.111383,0.037587,-0.001199,0.088058,-0.299242,-0.330758,0.126955,-0.110938,-0.079392,0.124164,-0.016679,-0.020969,0.096932,0.020624,-0.008377
C,hand1_c_dif_seg_4_cropped.jpeg,Left,0.6117,400,400,0.343455,0.429559,2e-06,0.47125,0.499635,-0.208035,0.60066,0.517749,-0.3722,0.734198,0.493392,-0.484612,0.872968,0.413265,-0.589057,0.433814,0.255531,-0.489405,0.560865,0.212549,-0.626448,0.677307,0.196547,-0.662826,0.761688,0.208838,-0.671947,0.408596,0.174188,-0.422735,0.587741,0.129469,-0.552704,0.713374,0.141533,-0.552294,0.797476,0.19103,-0.543359,0.420395,0.130594,-0.354942,0.594772,0.086194,-0.470136,0.711469,0.106887,-0.471488,0.796926,0.150087,-0.462265,0.45336,0.111047,-0.295962,0.593157,0.084471,-0.385267,0.68301,0.100879,-0.406682,0.75159,0.134922,-0.413694,0.0,0.0,0.0,0.190185,0.104287,-0.309603,0.382773,0.131244,-0.553915,0.581507,0.094996,-0.721207,0.788024,-0.02425,-0.876644,0.134472,-0.25899,-0.728341,0.323551,-0.322957,-0.932289,0.496841,-0.34677,-0.986427,0.622418,-0.328478,-1.0,0.096942,-0.380046,-0.629122,0.363549,-0.446597,-0.822542,0.550516,-0.428642,-0.821933,0.675678,-0.354981,-0.808635,0.114502,-0.444923,-0.528231,0.374011,-0.510999,-0.699664,0.54768,-0.480203,-0.701676,0.674859,-0.415912,-0.687951,0.163561,-0.474012,-0.440456,0.371608,-0.513564,-0.573361,0.505328,-0.489144,-0.605231,0.60739,-0.438482,-0.615666,0.127795,0.070076,-0.208038,0.12941,0.018114,-0.164165,0.133538,-0.024357,-0.112412,0.13877,-0.080127,-0.104446,0.090358,-0.174028,-0.489408,0.127052,-0.042983,-0.137043,0.116442,-0.016002,-0.036378,0.084381,0.012291,-0.00912,0.06514,-0.255371,-0.422738,0.179146,-0.044719,-0.129969,0.125632,0.012065,0.000409,0.084103,0.049497,0.008936,0.076939,-0.298965,-0.354944,0.174377,-0.0444,-0.115194,0.116697,0.020693,-0.001352,0.085457,0.0432,0.009223,0.109905,-0.318512,-0.295964,0.139797,-0.026576,-0.089305,0.089853,0.016408,-0.021415,0.06858,0.034042,-0.007012
C,hand1_c_dif_seg_5_cropped.jpeg,Right,0.9017,400,400,0.308674,0.532568,2e-06,0.470438,0.571309,-0.126659,0.60013,0.557259,-0.267242,0.727701,0.496685,-0.381656,0.846712,0.388706,-0.495235,0.369483,0.383292,-0.428733,0.453137,0.264159,-0.600062,0.606212,0.215796,-0.671063,0.723371,0.213662,-0.702709,0.321965,0.300229,-0.422825,0.441255,0.133065,-0.602611,0.624201,0.1161,-0.647547,0.756245,0.167972,-0.665419,0.318835,0.248702,-0.411641,0.419542,0.079765,-0.579578,0.591462,0.055537,-0.624939,0.716253,0.093915,-0.635381,0.349913,0.221084,-0.399793,0.444421,0.089134,-0.522203,0.570668,0.060532,-0.566209,0.674168,0.080587,-0.586615,0.0,0.0,0.0,0.230199,0.05513,-0.180246,0.414759,0.035137,-0.380304,0.5963,-0.051064,-0.543122,0.765661,-0.204725,-0.704752,0.086534,-0.21243,-0.610116,0.205579,-0.381962,-0.853927,0.423415,-0.450786,-0.954965,0.590138,-0.453823,-1.0,0.018914,-0.330633,-0.601708,0.188671,-0.568518,-0.857555,0.449013,-0.592659,-0.921501,0.636921,-0.518842,-0.946935,0.01446,-0.403959,-0.585793,0.157772,-0.644366,-0.824778,0.402425,-0.678844,-0.889328,0.580009,-0.62423,-0.904188,0.058685,-0.44326,-0.568932,0.193177,-0.631034,-0.74313,0.372833,-0.671736,-0.805752,0.52012,-0.643197,-0.834791,0.161763,0.03874,-0.126661,0.129692,-0.014049,-0.140583,0.127571,-0.060574,-0.114414,0.119012,-0.10798,-0.113579,0.060809,-0.149277,-0.428735,0.083654,-0.119132,-0.171329,0.153075,-0.048363,-0.071001,0.117158,-0.002134,-0.031646,0.013291,-0.232339,-0.422827,0.11929,-0.167165,-0.179786,0.182945,-0.016964,-0.044936,0.132045,0.051872,-0.017873,0.010161,-0.283866,-0.411643,0.100707,-0.168937,-0.167937,0.17192,-0.024228,-0.04536,0.124791,0.038378,-0.010442,0.041239,-0.311484,-0.399795,0.094509,-0.131951,-0.122411,0.126247,-0.028602,-0.044005,0.1035,0.020055,-0.020406
C,hand1_c_left_seg_1_cropped.jpeg,Left,0.8314,400,400,0.489565,0.467959,1e-06,0.514452,0.475751,-0.144386,0.5505,0.442669,-0.251547,0.664472,0.400095,-0.340607,0.783507,0.342372,-0.424745,0.40426,0.242014,-0.209546,0.512519,0.13226,-0.314695,0.657096,0.147868,-0.377196,0.76044,0.188745,-0.410731,0.414938,0.202287,-0.178776,0.519799,0.083068,-0.27984,0.670619,0.110357,-0.332338,0.764061,0.155254,-0.360631,0.438305,0.181384,-0.156622,0.533414,0.074222,-0.25075,0.670169,0.098776,-0.278352,0.762498,0.146334,-0.282339,0.482879,0.180567,-0.144175,0.555191,0.092857,-0.213643,0.656468,0.098776,-0.230523,0.730977,0.137035,-0.23148,0.0,0.0,0.0,0.058592,0.018346,-0.339937,0.143463,-0.059542,-0.592233,0.411793,-0.159774,-0.801912,0.692043,-0.295675,-1.0,-0.200838,-0.531952,-0.493347,0.054043,-0.790352,-0.740905,0.394427,-0.753606,-0.888055,0.637734,-0.657367,-0.967006,-0.175698,-0.625486,-0.420903,0.07118,-0.906167,-0.658844,0.426265,-0.841921,-0.782442,0.646261,-0.736217,-0.849053,-0.120683,-0.674697,-0.368746,0.103237,-0.926995,-0.590356,0.425206,-0.869185,-0.65534,0.64258,-0.757217,-0.664726,-0.015742,-0.676621,-0.339439,0.154506,-0.883122,-0.502993,0.392948,-0.869186,-0.542735,0.568368,-0.779112,-0.544987,0.024887,0.007792,-0.144387,0.036048,-0.033082,-0.107161,0.113972,-0.042573,-0.08906,0.119035,-0.057723,-0.084137,-0.085305,-0.225944,-0.209547,0.10826,-0.109754,-0.105149,0.144577,0.015608,-0.062501,0.103343,0.040877,-0.033534,-0.074627,-0.265672,-0.178777,0.10486,-0.119218,-0.101064,0.15082,0.027288,-0.052498,0.093442,0.044898,-0.028293,-0.05126,-0.286574,-0.156623,0.095109,-0.107162,-0.094128,0.136755,0.024554,-0.027601,0.092329,0.047558,-0.003987,-0.006686,-0.287392,-0.144175,0.072312,-0.08771,-0.069469,0.101277,0.005919,-0.01688,0.074509,0.038259,-0.000957
C,hand1_c_left_seg_2_cropped.jpeg,Right,0.9978,400,400,0.308347,0.690787,1e-06,0.489629,0.615652,0.078305,0.598931,0.503983,0.064297,0.713199,0.418968,0.014534,0.811006,0.331053,-0.041522,0.340256,0.305741,0.079228,0.444563,0.120601,0.028553,0.597649,0.10231,-0.018287,0.718478,0.132582,-0.048383,0.300676,0.302198,-0.013695,0.428675,0.07156,-0.071339,0.616104,0.063888,-0.117223,0.738062,0.123962,-0.143544,0.283012,0.322163,-0.107719,0.411433,0.094274,-0.161516,0.60255,0.084589,-0.173243,0.720968,0.130566,-0.174298,0.307781,0.364203,-0.196999,0.446039,0.187462,-0.234562,0.600743,0.158165,-0.232785,0.706192,0.17468,-0.227936,0.0,0.0,0.0,0.289173,-0.119853,0.124907,0.463526,-0.297982,0.102562,0.645801,-0.433593,0.023183,0.801818,-0.57383,-0.066235,0.0509,-0.614208,0.126379,0.217286,-0.909533,0.045545,0.461481,-0.938711,-0.029173,0.654222,-0.890423,-0.07718,-0.012236,-0.619859,-0.021847,0.191941,-0.987762,-0.113798,0.49092,-1.0,-0.186991,0.685461,-0.904173,-0.228976,-0.040412,-0.588011,-0.171831,0.164439,-0.951529,-0.257645,0.4693,-0.966978,-0.276351,0.658194,-0.893638,-0.278034,-0.000902,-0.520952,-0.314245,0.219641,-0.802881,-0.374164,0.466416,-0.849613,-0.371329,0.634624,-0.823269,-0.363593,0.181282,-0.075136,0.078304,0.109302,-0.111669,-0.014008,0.114268,-0.085015,-0.049763,0.097807,-0.087915,-0.056056,0.031909,-0.385047,0.079227,0.104308,-0.18514,-0.050675,0.153085,-0.018291,-0.046841,0.12083,0.030272,-0.030096,-0.007671,-0.38859,-0.013696,0.127999,-0.230638,-0.057644,0.18743,-0.007672,-0.045885,0.121958,0.060074,-0.02632,-0.025335,-0.368624,-0.107721,0.128421,-0.227889,-0.053797,0.191117,-0.009685,-0.011727,0.118418,0.045977,-0.001055,-0.000565,-0.326584,-0.197,0.138258,-0.176741,-0.037563,0.154703,-0.029296,0.001777,0.10545,0.016515,0.004849
C,hand1_c_left_seg_3_cropped.jpeg,Right,0.9962,400,400,0.332148,0.620973,2e-06,0.492354,0.593397,-0.030188,0.616415,0.51266,-0.093585,0.734276,0.435892,-0.161799,0.830126,0.333717,-0.229104,0.357696,0.305639,-0.131933,0.443869,0.147413,-0.214545,0.586224,0.13012,-0.250021,0.694582,0.160957,-0.266062,0.30101,0.291455,-0.166141,0.418887,0.091327,-0.261598,0.596521,0.074007,-0.300024,0.726614,0.131704,-0.316986,0.282003,0.30366,-0.200571,0.388644,0.091668,-0.280622,0.566181,0.066093,-0.304826,0.696585,0.102372,-0.311832,0.296222,0.337875,-0.235432,0.412218,0.188993,-0.299477,0.546966,0.145702,-0.321239,0.652292,0.149361,-0.328715,0.0,0.0,0.0,0.28872,-0.049698,-0.054409,0.512303,-0.1952,-0.168662,0.72471,-0.333551,-0.291596,0.89745,-0.51769,-0.412892,0.046042,-0.568293,-0.237771,0.201342,-0.853446,-0.386654,0.457892,-0.884611,-0.450589,0.653175,-0.829037,-0.479497,-0.056118,-0.593855,-0.299421,0.15632,-0.954524,-0.471452,0.47645,-0.985737,-0.540704,0.710901,-0.881757,-0.571272,-0.090371,-0.571859,-0.36147,0.101816,-0.953908,-0.505737,0.421771,-1.0,-0.549358,0.656785,-0.934618,-0.561984,-0.064746,-0.510197,-0.424297,0.144301,-0.778511,-0.539718,0.387142,-0.856528,-0.578937,0.576959,-0.849935,-0.59241,0.160205,-0.027576,-0.03019,0.124062,-0.080737,-0.063397,0.117861,-0.076768,-0.068214,0.09585,-0.102175,-0.067305,0.025548,-0.315335,-0.131934,0.086173,-0.158226,-0.082612,0.142354,-0.017292,-0.035476,0.108359,0.030836,-0.016041,-0.031139,-0.329519,-0.166143,0.117878,-0.200128,-0.095457,0.177634,-0.01732,-0.038426,0.130093,0.057697,-0.016962,-0.050145,-0.317314,-0.200573,0.106641,-0.211992,-0.080051,0.177537,-0.025575,-0.024205,0.130404,0.036279,-0.007006,-0.035926,-0.283099,-0.235434,0.115996,-0.148882,-0.064045,0.134748,-0.04329,-0.021762,0.105326,0.003658,-0.007476
C,hand1_c_left_seg_4_cropped.jpeg,Right,0.9973,400,400,0.36108,0.648315,2e-06,0.517294,0.606486,-0.013758,0.621948,0.504696,-0.064602,0.731467,0.420998,-0.130556,0.826559,0.318871,-0.197241,0.385364,0.285517,-0.042249,0.459123,0.106014,-0.118077,0.595276,0.083883,-0.167179,0.708764,0.11527,-0.19206,0.326919,0.28496,-0.084424,0.413024,0.071892,-0.163301,0.580665,0.053863,-0.204613,0.711601,0.108203,-0.221925,0.29445,0.30496,-0.132234,0.381076,0.098806,-0.198441,0.557164,0.077852,-0.217407,0.689542,0.11685,-0.219539,0.297059,0.351317,-0.182316,0.404791,0.187566,-0.233242,0.544846,0.15637,-0.243873,0.652581,0.175094,-0.242833,0.0,0.0,0.0,0.262787,-0.070366,-0.023147,0.438837,-0.2416,-0.108679,0.623073,-0.382398,-0.219627,0.783039,-0.554199,-0.331806,0.04085,-0.610307,-0.071076,0.164929,-0.912271,-0.198634,0.393969,-0.9495,-0.281235,0.584881,-0.8967,-0.323091,-0.057466,-0.611244,-0.142024,0.08738,-0.969671,-0.274712,0.36939,-1.0,-0.344208,0.589654,-0.908589,-0.373329,-0.112087,-0.5776,-0.22245,0.033638,-0.924397,-0.333825,0.329857,-0.959646,-0.365731,0.552545,-0.894043,-0.369316,-0.107698,-0.499617,-0.306699,0.07353,-0.775083,-0.392368,0.309135,-0.827562,-0.410252,0.490369,-0.796064,-0.408502,0.156214,-0.041829,-0.01376,0.104654,-0.10179,-0.050844,0.109519,-0.083698,-0.065953,0.095092,-0.102127,-0.066685,0.024283,-0.362798,-0.042251,0.073759,-0.179503,-0.075827,0.136153,-0.022131,-0.049102,0.113488,0.031387,-0.024882,-0.034161,-0.363355,-0.084426,0.086104,-0.213068,-0.078877,0.167641,-0.018029,-0.041312,0.130936,0.054339,-0.017311,-0.06663,-0.343355,-0.132236,0.086626,-0.206154,-0.066207,0.176088,-0.020954,-0.018966,0.132378,0.038998,-0.002131,-0.064021,-0.296998,-0.182318,0.107732,-0.163751,-0.050926,0.140055,-0.031196,-0.010631,0.107735,0.018724,0.00104
C,hand1_c_left_seg_5_cropped.jpeg,Right,0.9966,400,400,0.326572,0.63782,2e-06,0.488262,0.596373,-0.038606,0.611647,0.507516,-0.104125,0.727138,0.427987,-0.176969,0.824563,0.314942,-0.247983,0.377935,0.285473,-0.106136,0.459987,0.10857,-0.188098,0.604888,0.09621,-0.227282,0.712086,0.13097,-0.244441,0.31703,0.26997,-0.137964,0.406489,0.057095,-0.231342,0.585192,0.058126,-0.267353,0.713326,0.125412,-0.279407,0.285526,0.282611,-0.173528,0.365524,0.074988,-0.249519,0.543789,0.069079,-0.264356,0.673409,0.11975,-0.26208,0.287822,0.324812,-0.212489,0.388346,0.165089,-0.268369,0.528764,0.139231,-0.278262,0.63519,0.164028,-0.275439,0.0,0.0,0.0,0.278428,-0.071371,-0.066482,0.490894,-0.224381,-0.179306,0.689769,-0.36133,-0.304741,0.857533,-0.555992,-0.427027,0.088446,-0.606736,-0.182769,0.229739,-0.911362,-0.323905,0.479256,-0.932645,-0.39138,0.663849,-0.872789,-0.420927,-0.016431,-0.633433,-0.237575,0.137616,-1.0,-0.398372,0.44534,-0.998226,-0.460382,0.665985,-0.882359,-0.481139,-0.070681,-0.611665,-0.298816,0.067075,-0.969189,-0.429671,0.374045,-0.979365,-0.455222,0.597248,-0.89211,-0.451302,-0.066727,-0.538995,-0.365906,0.106373,-0.814036,-0.46213,0.348171,-0.858564,-0.479168,0.531436,-0.815863,-0.474306,0.16169,-0.041447,-0.038608,0.123384,-0.088856,-0.065519,0.115491,-0.07953,-0.072843,0.097425,-0.113045,-0.071014,0.051362,-0.352346,-0.106138,0.082052,-0.176904,-0.081961,0.144901,-0.01236,-0.039184,0.107198,0.03476,-0.017159,-0.009542,-0.36785,-0.137966,0.089459,-0.212875,-0.093379,0.178703,0.00103,-0.036011,0.128134,0.067287,-0.012054,-0.041046,-0.355209,-0.17353,0.079998,-0.207623,-0.075991,0.178265,-0.005909,-0.014838,0.12962,0.050671,0.002276,-0.03875,-0.313008,-0.212491,0.100523,-0.159723,-0.05588,0.140418,-0.025858,-0.009894,0.106426,0.024797,0.002823
C,hand1_c_top_seg_1_cropped.jpeg,Right,0.9374,400,400,0.326578,0.74532,2e-06,0.521239,0.665938,0.114212,0.617144,0.559923,0.106769,0.734512,0.483688,0.051246,0.862348,0.393587,-0.012083,0.37828,0.342662,0.11892,0.463504,0.177541,0.07866,0.608711,0.149509,0.050323,0.72065,0.182868,0.032588,0.325961,0.323355,-0.005486,0.427777,0.090891,-0.076152,0.60684,0.075141,-0.113863,0.747399,0.133634,-0.12659,0.302777,0.325729,-0.131102,0.388776,0.092683,-0.199665,0.572138,0.070437,-0.206791,0.705286,0.109202,-0.198706,0.314733,0.355899,-0.250555,0.433156,0.177975,-0.300013,0.579957,0.141399,-0.298784,0.696101,0.149956,-0.289508,0.0,0.0,0.0,0.288436,-0.117624,0.169229,0.430543,-0.274711,0.158201,0.604451,-0.38767,0.07593,0.793871,-0.521176,-0.017907,0.076608,-0.596634,0.176205,0.202889,-0.8413,0.11655,0.418047,-0.882836,0.074562,0.583911,-0.833407,0.048284,-0.000915,-0.625242,-0.008131,0.149951,-0.969692,-0.11284,0.415274,-0.99303,-0.168719,0.623546,-0.906358,-0.187577,-0.035268,-0.621724,-0.194261,0.092161,-0.967038,-0.295855,0.363856,-1.0,-0.306413,0.561146,-0.942561,-0.294433,-0.017551,-0.57702,-0.37126,0.157921,-0.840657,-0.444544,0.375441,-0.894853,-0.442724,0.547536,-0.882174,-0.428978,0.194661,-0.079382,0.11421,0.095906,-0.106015,-0.007443,0.117367,-0.076235,-0.055523,0.127836,-0.090101,-0.063329,0.051702,-0.402658,0.118918,0.085224,-0.165121,-0.04026,0.145206,-0.028032,-0.028337,0.111939,0.033359,-0.017734,-0.000617,-0.421965,-0.005488,0.101817,-0.232463,-0.070666,0.179062,-0.01575,-0.037712,0.140559,0.058493,-0.012727,-0.023802,-0.419591,-0.131104,0.085999,-0.233046,-0.068563,0.183362,-0.022245,-0.007126,0.133148,0.038764,0.008085,-0.011845,-0.389421,-0.250557,0.118423,-0.177924,-0.049458,0.146801,-0.036576,0.001228,0.116144,0.008557,0.009277
C,hand1_c_top_seg_2_cropped.jpeg,Right,0.9521,400,400,0.30497,0.763988,2e-06,0.51174,0.675948,0.122301,0.61153,0.549351,0.120835,0.718712,0.468557,0.069765,0.848569,0.376949,0.012977,0.37939,0.338587,0.109462,0.454815,0.153989,0.059369,0.610675,0.128778,0.031625,0.727498,0.167554,0.015864,0.329069,0.326409,-0.022566,0.411563,0.07452,-0.111998,0.599201,0.072416,-0.152026,0.741433,0.148912,-0.162921,0.305274,0.332861,-0.154995,0.378914,0.076874,-0.240575,0.562794,0.069661,-0.246233,0.694563,0.124669,-0.232355,0.31308,0.368189,-0.280179,0.424375,0.179667,-0.341969,0.569547,0.143673,-0.343921,0.685686,0.155599,-0.333882,0.0,0.0,0.0,0.297799,-0.1268,0.17614,0.441521,-0.309131,0.174029,0.595889,-0.425493,0.100476,0.782914,-0.557431,0.018688,0.107183,-0.612681,0.157649,0.215814,-0.878548,0.085503,0.44029,-0.914857,0.045544,0.608543,-0.85901,0.022845,0.034709,-0.63022,-0.032503,0.153519,-0.993002,-0.161308,0.423764,-0.996032,-0.218957,0.628613,-0.885859,-0.234648,0.000438,-0.620929,-0.223234,0.106498,-0.989611,-0.34649,0.371329,-1.0,-0.354638,0.561109,-0.920775,-0.33465,0.01168,-0.570047,-0.403529,0.171972,-0.841564,-0.492521,0.381055,-0.893405,-0.495333,0.548324,-0.876228,-0.480874,0.20677,-0.088041,0.122299,0.09979,-0.126597,-0.001466,0.107181,-0.080794,-0.05107,0.129857,-0.091608,-0.056787,0.07442,-0.425401,0.10946,0.075425,-0.184598,-0.050093,0.15586,-0.025211,-0.027744,0.116823,0.038777,-0.01576,0.0241,-0.437579,-0.022568,0.082493,-0.251889,-0.089432,0.187638,-0.002104,-0.040027,0.142232,0.076496,-0.010895,0.000304,-0.431128,-0.154997,0.07364,-0.255986,-0.08558,0.18388,-0.007213,-0.005658,0.13177,0.055008,0.013879,0.00811,-0.3958,-0.280181,0.111295,-0.188522,-0.06179,0.145172,-0.035995,-0.001952,0.116139,0.011926,0.010039
C,hand1_c_top_seg_3_cropped.jpeg,Right,0.9815,400,400,0.279921,0.744708,2e-06,0.499189,0.679881,0.016778,0.623169,0.562055,-0.029422,0.743166,0.465633,-0.097773,0.873439,0.356319,-0.168333,0.396792,0.323517,-0.033124,0.461966,0.132979,-0.112077,0.606835,0.102799,-0.155311,0.724692,0.120351,-0.181219,0.340465,0.307223,-0.106266,0.418222,0.073188,-0.210713,0.597133,0.064436,-0.260768,0.736737,0.129243,-0.285786,0.307929,0.313599,-0.182978,0.384266,0.076745,-0.275042,0.559566,0.060525,-0.298664,0.693242,0.103196,-0.303469,0.299722,0.350601,-0.259193,0.404784,0.176929,-0.327393,0.546483,0.143643,-0.344783,0.665365,0.153617,-0.350335,0.0,0.0,0.0,0.320481,-0.09475,0.02452,0.501691,-0.266964,-0.043006,0.677077,-0.407896,-0.142908,0.867484,-0.567667,-0.246038,0.170818,-0.615612,-0.048417,0.266076,-0.894101,-0.163815,0.477816,-0.938213,-0.227005,0.650075,-0.912558,-0.264872,0.08849,-0.639427,-0.155321,0.20214,-0.981491,-0.30798,0.463636,-0.994283,-0.38114,0.667681,-0.899562,-0.417707,0.040937,-0.630107,-0.267443,0.15251,-0.976292,-0.402004,0.408727,-1.0,-0.436529,0.604109,-0.937631,-0.443552,0.02894,-0.576025,-0.378838,0.182499,-0.829864,-0.47852,0.389605,-0.878514,-0.503937,0.563364,-0.863937,-0.512051,0.219268,-0.064827,0.016776,0.12398,-0.117826,-0.0462,0.119997,-0.096423,-0.068351,0.130273,-0.109313,-0.07056,0.116871,-0.421191,-0.033126,0.065174,-0.190538,-0.078953,0.144869,-0.03018,-0.043234,0.117856,0.017553,-0.025908,0.060544,-0.437485,-0.106268,0.077757,-0.234035,-0.104447,0.178912,-0.008752,-0.050055,0.139604,0.064806,-0.025018,0.028008,-0.431109,-0.18298,0.076337,-0.236854,-0.092064,0.175299,-0.016221,-0.023622,0.133677,0.042672,-0.004805,0.019801,-0.394107,-0.259195,0.105062,-0.173673,-0.068201,0.141699,-0.033285,-0.01739,0.118882,0.009973,-0.005551
