label,lm0_x,lm0_y,lm0_z,lm1_x,lm1_y,lm1_z,lm2_x,lm2_y,lm2_z,lm3_x,lm3_y,lm3_z,lm4_x,lm4_y,lm4_z,lm5_x,lm5_y,lm5_z,lm6_x,lm6_y,lm6_z,lm7_x,lm7_y,lm7_z,lm8_x,lm8_y,lm8_z,lm9_x,lm9_y,lm9_z,lm10_x,lm10_y,lm10_z,lm11_x,lm11_y,lm11_z,lm12_x,lm12_y,lm12_z,lm13_x,lm13_y,lm13_z,lm14_x,lm14_y,lm14_z,lm15_x,lm15_y,lm15_z,lm16_x,lm16_y,lm16_z,lm17_x,lm17_y,lm17_z,lm18_x,lm18_y,lm18_z,lm19_x,lm19_y,lm19_z,lm20_x,lm20_y,lm20_z,source_type,source_file
B,0.0,0.0,0.0,0.1180410012602806,-0.0987220034003257,-0.1069279983639717,0.1512670069932937,-0.2851220071315765,-0.1431539952754974,0.0255939997732639,-0.4384370148181915,-0.164461001753807,-0.1060699969530105,-0.5062739849090576,-0.1823450028896331,0.1414870023727417,-0.485379010438919,-0.0796699970960617,0.1252119988203048,-0.705964982509613,-0.1309030055999755,0.1037999987602233,-0.8421429991722107,-0.1762190014123916,0.0857369974255561,-0.9568520188331604,-0.211228996515274,0.0313029997050762,-0.5107290148735046,-0.0643460005521774,0.0120919998735189,-0.7353330254554749,-0.1038220003247261,0.0019539999775588,-0.8812329769134521,-0.1490319967269897,-0.0024309998843818,-1.0,-0.1831450015306472,-0.0627939999103546,-0.4877499938011169,-0.0613749995827674,-0.089539997279644,-0.6920310258865356,-0.1004939973354339,-0.0927430018782615,-0.8159239888191223,-0.1467860043048858,-0.0936300009489059,-0.9226909875869752,-0.1791319996118545,-0.148157998919487,-0.4246110022068023,-0.0689349994063377,-0.1771080046892166,-0.5771909952163696,-0.1066100001335144,-0.1820459961891174,-0.6738560199737549,-0.1332229971885681,-0.1818850040435791,-0.7579489946365356,-0.1517489999532699,alfabeti_norm,datasets/processed/backups/csv_snapshot_20260429-023058/data_csv/alfabeti_keypoints.csv
B,0.0,0.0,0.0,0.1258839964866638,-0.1114739999175071,-0.0804129987955093,0.1754339933395385,-0.3060890138149261,-0.1040309965610504,0.0628790035843849,-0.458077996969223,-0.1196170002222061,-0.0627989992499351,-0.5259039998054504,-0.1333370059728622,0.1415780037641525,-0.5068529844284058,-0.0422040000557899,0.1298799961805343,-0.7126299738883972,-0.083235003054142,0.110944002866745,-0.839443027973175,-0.1238000020384788,0.0901409983634948,-0.9486910104751588,-0.1564639955759048,0.0332680009305477,-0.523967981338501,-0.0394780002534389,0.01664499938488,-0.7421650290489197,-0.0724280029535293,0.006535000167787,-0.8835800290107727,-0.1141989976167678,-0.0061630001291632,-1.0,-0.1463419944047927,-0.0581110008060932,-0.4938580095767975,-0.0478850007057189,-0.0859590023756027,-0.6933169960975647,-0.083694003522396,-0.0905750021338462,-0.8162140250205994,-0.1247040033340454,-0.0996809974312782,-0.9217590093612672,-0.1533569991588592,-0.1459829956293106,-0.4261139929294586,-0.064919002354145,-0.1667470037937164,-0.5802040100097656,-0.1012549996376037,-0.1710419952869415,-0.6804260015487671,-0.1247060000896453,-0.1751900017261505,-0.7697669863700867,-0.1410080045461654,alfabeti_norm,datasets/processed/backups/csv_snapshot_20260429-023058/data_csv/alfabeti_keypoints.csv
B,0.0,0.0,0.0,0.1366810053586959,-0.1071060001850128,-0.0788680016994476,0.2041629999876022,-0.3026489913463592,-0.1005899980664253,0.099041998386383,-0.4725019931793213,-0.114825002849102,-0.0217599999159574,-0.5615429878234863,-0.126919999718666,0.1790859997272491,-0.4888190031051636,-0.0346920005977153,0.1843740046024322,-0.7017470002174377,-0.073521003127098,0.1718149930238723,-0.8300110101699829,-0.1132360026240348,0.1562770009040832,-0.9387580156326294,-0.1453710049390792,0.0731860026717186,-0.5108810067176819,-0.0312440004199743,0.0735620036721229,-0.7389039993286133,-0.0609010010957717,0.0704599991440773,-0.882748007774353,-0.1017569974064827,0.0608329996466636,-1.0,-0.1354590058326721,-0.0216899998486042,-0.4871779978275299,-0.0399489998817443,-0.0345389991998672,-0.6939259767532349,-0.0743609964847564,-0.0319159999489784,-0.8208150267601013,-0.1175810024142265,-0.0383520014584064,-0.9258469939231871,-0.1486449986696243,-0.118257999420166,-0.4313949942588806,-0.0572299994528293,-0.1252789944410324,-0.5928080081939697,-0.0925149992108345,-0.1245350018143653,-0.700311005115509,-0.1192559972405433,-0.1264329999685287,-0.7959830164909363,-0.1394409984350204,alfabeti_norm,datasets/processed/backups/csv_snapshot_20260429-023058/data_csv/alfabeti_keypoints.csv
B,0.0,0.0,0.0,0.1315460056066513,-0.1077729985117912,-0.0797699987888336,0.1945910006761551,-0.3055599927902221,-0.0991619974374771,0.0897520035505294,-0.4711849987506866,-0.1115590035915374,-0.0299079995602369,-0.5582399964332581,-0.1211870014667511,0.1716459989547729,-0.5024459958076477,-0.0229819994419813,0.1744859963655471,-0.703548014163971,-0.0575449988245964,0.1624460071325302,-0.8275229930877686,-0.0958430022001266,0.1470800042152404,-0.9335280060768129,-0.127808004617691,0.0658129975199699,-0.5236409902572632,-0.0195589996874332,0.0641279965639114,-0.7444210052490234,-0.0459280014038085,0.0627949982881546,-0.884863018989563,-0.0856499969959259,0.0562620013952255,-1.0,-0.1184659972786903,-0.0290649998933076,-0.4959670007228851,-0.0292930006980896,-0.0432309992611408,-0.6969360113143921,-0.0622930005192756,-0.0364449992775917,-0.818306028842926,-0.1042570024728775,-0.0386920012533664,-0.92085200548172,-0.1345189958810806,-0.1258170008659362,-0.4343970119953155,-0.048140000551939,-0.1347360014915466,-0.5929520130157471,-0.0825719982385635,-0.1339720040559768,-0.6960819959640503,-0.1081160008907318,-0.1354050040245056,-0.7893149852752686,-0.1275250017642974,alfabeti_norm,datasets/processed/backups/csv_snapshot_20260429-023058/data_csv/alfabeti_keypoints.csv
B,0.0,0.0,0.0,0.1389790028333664,-0.1030080020427703,-0.0847249999642372,0.2019370049238205,-0.2973800003528595,-0.1087170019745826,0.0916109979152679,-0.4647719860076904,-0.1236149966716766,-0.0291099995374679,-0.5529149770736694,-0.1359660029411316,0.1914359927177429,-0.4840410053730011,-0.0420299991965293,0.1997469961643219,-0.6979780197143555,-0.0800409987568855,0.1911180019378662,-0.8273900151252747,-0.1184170022606849,0.1805659979581833,-0.9388369917869568,-0.1497340053319931,0.0820680037140846,-0.5096700191497803,-0.0356520004570484,0.0867019966244697,-0.7386929988861084,-0.0631719976663589,0.0895460024476051,-0.8819339871406555,-0.1021919995546341,0.0906499996781349,-1.0,-0.1345199942588806,-0.0160360001027584,-0.4877330064773559,-0.0414669997990131,-0.0237440001219511,-0.6896889805793762,-0.0735670030117034,-0.0119500001892447,-0.8121939897537231,-0.1152300015091896,-0.0065890001133084,-0.9155110120773317,-0.1452179998159408,-0.114276997745037,-0.4322049915790558,-0.0563610009849071,-0.1184379979968071,-0.594120979309082,-0.0895909965038299,-0.1145960018038749,-0.6979060173034668,-0.1137579977512359,-0.1103259995579719,-0.7896749973297119,-0.1318510025739669,alfabeti_norm,datasets/processed/backups/csv_snapshot_20260429-023058/data_csv/alfabeti_keypoints.csv
B,0.0,0.0,0.0,0.1385409981012344,-0.1003179997205734,-0.0816859975457191,0.2053139954805374,-0.3036809861660003,-0.102461002767086,0.1027590036392211,-0.474725991487503,-0.1146280020475387,-0.0157450009137392,-0.5630840063095093,-0.1245350018143653,0.1799069941043853,-0.4911969900131225,-0.038476999849081,0.1832939982414245,-0.7006880044937134,-0.0785050019621849,0.1709039956331253,-0.8314229846000671,-0.118257999420166,0.1545020043849945,-0.9395819902420044,-0.1498000025749206,0.0748879984021186,-0.5137010216712952,-0.0328099988400936,0.073743999004364,-0.739404022693634,-0.0637959986925125,0.0738859996199607,-0.8845880031585693,-0.1037340015172958,0.0671759992837905,-1.0,-0.135341003537178,-0.018495999276638,-0.4886240065097809,-0.03940200060606,-0.0325190015137195,-0.6955959796905518,-0.0744659975171089,-0.0281830001622438,-0.8229699730873108,-0.116798996925354,-0.0322009995579719,-0.928129017353058,-0.1466560065746307,-0.1135540008544921,-0.4300439953804016,-0.0547300018370151,-0.1219120025634765,-0.5925440192222595,-0.0907860025763511,-0.1216979995369911,-0.6998550295829773,-0.1178129985928535,-0.1248790025711059,-0.7951279878616333,-0.1375579982995987,alfabeti_norm,datasets/processed/backups/csv_snapshot_20260429-023058/data_csv/alfabeti_keypoints.csv
B,0.0,0.0,0.0,0.1348789930343628,-0.0996050015091896,-0.0736040025949478,0.202346995472908,-0.2940720021724701,-0.0940710008144378,0.1002269983291626,-0.4617910087108612,-0.1081990003585815,-0.0205230005085468,-0.5467259883880615,-0.1211730018258094,0.178393006324768,-0.4856880009174347,-0.0371630005538463,0.1847659945487976,-0.6976619958877563,-0.0781700015068054,0.1723030060529709,-0.8277199864387512,-0.1193080022931099,0.1542109996080398,-0.9372119903564452,-0.1520449966192245,0.0732050016522407,-0.5096750259399414,-0.0368270017206668,0.0753780007362365,-0.7353240251541138,-0.0680769979953765,0.0713270008563995,-0.8813610076904297,-0.1106979995965957,0.0587039999663829,-1.0,-0.1451790034770965,-0.0202159993350505,-0.4859110116958618,-0.0473489984869957,-0.0315870009362697,-0.6897839903831482,-0.0813129991292953,-0.0299190003424882,-0.8168950080871582,-0.1243200004100799,-0.0378739982843399,-0.922160029411316,-0.1553310006856918,-0.1153599992394447,-0.4275670051574707,-0.0659710019826889,-0.1219319999217987,-0.5854399800300598,-0.1002189964056015,-0.1205950006842613,-0.6909300088882446,-0.1256359964609146,-0.1233090013265609,-0.7832850217819214,-0.1446309983730316,alfabeti_norm,datasets/processed/backups/csv_snapshot_20260429-023058/data_csv/alfabeti_keypoints.csv
B,0.0,0.0,0.0,0.1354330033063888,-0.12270999699831,-0.072903998196125,0.2003069967031479,-0.3317869901657104,-0.089317001402378,0.0765430033206939,-0.5018200278282166,-0.099380999803543,-0.0690879970788955,-0.5642150044441223,-0.1068470031023025,0.167830005288124,-0.5155429840087891,-0.0136230001226067,0.1609549969434738,-0.721904993057251,-0.043003000319004,0.1384769976139068,-0.8452029824256897,-0.0796609967947006,0.1159960031509399,-0.9519259929656982,-0.1123149991035461,0.0558310002088546,-0.5371429920196533,-0.0126620000228285,0.0427250005304813,-0.7516660094261169,-0.0335079990327358,0.0304409991949796,-0.8856369853019714,-0.0719700008630752,0.0129460003226995,-1.0,-0.1052569970488548,-0.0405919998884201,-0.5102400183677673,-0.0237240009009838,-0.0632449984550476,-0.7086960077285767,-0.0503530018031597,-0.0650840029120445,-0.8249199986457825,-0.089426003396511,-0.0767169967293739,-0.9274539947509766,-0.1189419999718666,-0.1350989937782287,-0.4472509920597076,-0.0436309985816478,-0.1540659964084625,-0.6036689877510071,-0.0709249973297119,-0.1549870073795318,-0.7057999968528748,-0.0917659997940063,-0.1586039960384369,-0.7995970249176025,-0.108814999461174,alfabeti_norm,datasets/processed/backups/csv_snapshot_20260429-023058/data_csv/alfabeti_keypoints.csv
B,0.0,0.0,0.0,0.1352539956569671,-0.1254449933767318,-0.0690940022468566,0.1975049972534179,-0.3358539938926697,-0.0836189985275268,0.0728010013699531,-0.5024679899215698,-0.0924710035324096,-0.0711639970541,-0.5636590123176575,-0.0987270027399063,0.1654620021581649,-0.5130659937858582,-0.0100619997829198,0.1579740047454834,-0.7194949984550476,-0.0371140018105506,0.1362510025501251,-0.8423889875411987,-0.0715449973940849,0.1149490028619766,-0.9489079713821412,-0.1026040017604827,0.0532639995217323,-0.5344679951667786,-0.0102030001580715,0.0396290011703968,-0.7510740160942078,-0.0291799996048212,0.0282290000468492,-0.885683000087738,-0.065760999917984,0.0119409998878836,-1.0,-0.0976189970970153,-0.0432280004024505,-0.5078589916229248,-0.021994000300765,-0.0669640004634857,-0.7076680064201355,-0.0469239987432956,-0.0681459978222847,-0.8233109712600708,-0.0842799991369247,-0.0784920006990432,-0.9241589903831482,-0.1124529987573623,-0.1376529932022094,-0.4453470110893249,-0.0423359982669353,-0.156126007437706,-0.6026290059089661,-0.0679320022463798,-0.157599002122879,-0.7055789828300476,-0.0874029994010925,-0.161190003156662,-0.7998260259628296,-0.1034940034151077,alfabeti_norm,datasets/processed/backups/csv_snapshot_20260429-023058/data_csv/alfabeti_keypoints.csv
B,0.0,0.0,0.0,0.128490000963211,-0.126688003540039,-0.086168996989727,0.1797949969768524,-0.3371970057487488,-0.1085589975118637,0.0531819984316825,-0.5017459988594055,-0.1218380033969879,-0.0890799984335899,-0.5725229978561401,-0.1316380053758621,0.166470006108284,-0.5171409845352173,-0.0229039993137121,0.1564300060272216,-0.723708987236023,-0.0552279986441135,0.1322250068187713,-0.8447239995002747,-0.0934949964284896,0.1136780008673667,-0.9498900175094604,-0.1273439973592758,0.0504279993474483,-0.5370550155639648,-0.0172940008342266,0.0354130007326602,-0.7564610242843628,-0.0411290004849433,0.0261989999562501,-0.8896719813346863,-0.0820840001106262,0.0185139998793602,-1.0,-0.117136999964714,-0.0513219982385635,-0.5070750117301941,-0.0254710000008344,-0.0704540014266967,-0.7098039984703064,-0.0580959990620613,-0.0695080012083053,-0.8265830278396606,-0.1038099974393844,-0.0739310011267662,-0.9259589910507202,-0.1372999995946884,-0.145797997713089,-0.4409230053424835,-0.0430729985237121,-0.1611659973859787,-0.5955610275268555,-0.0758270025253295,-0.1587640047073364,-0.6938380002975464,-0.1013799980282783,-0.1553879976272583,-0.7831709980964661,-0.1220920011401176,alfabeti_norm,datasets/processed/backups/csv_snapshot_20260429-023058/data_csv/alfabeti_keypoints.csv
